Time,Count,Temp,Throttle,Heater Pwm,Pwm Freq,Change,SDLC,
13/12/2019 10:40:20,62,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:40:30,63,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:40:40,64,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:40:50,65,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:41:00,66,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:41:10,67,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:41:20,68,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:41:30,69,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:41:40,70,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:41:50,71,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:41:59,72,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:42:09,73,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:42:19,74,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:42:29,75,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:42:39,76,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:42:49,77,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:42:59,78,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:43:09,79,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:43:19,80,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:43:29,81,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:43:39,82,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:43:49,83,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:43:59,84,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:44:09,85,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:44:19,86,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:44:29,87,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:44:39,88,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:44:49,89,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:44:59,90,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:45:09,91,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:45:19,92,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:45:29,93,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:45:39,94,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:45:49,95,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:45:59,96,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:46:09,97,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:46:19,98,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:46:29,99,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:46:39,100,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:46:49,101,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:46:59,102,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:47:09,103,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:47:19,104,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:47:29,105,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:47:39,106,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:47:49,107,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:47:59,108,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:48:09,109,20.62C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 10:48:19,110,20.69C,100%,100.0%,0.33Hz,0.06C,0,
13/12/2019 10:48:29,111,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:48:39,112,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:48:49,113,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:48:59,114,20.62C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 10:49:09,115,20.69C,100%,100.0%,0.33Hz,0.06C,0,
13/12/2019 10:49:19,116,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:49:29,117,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:49:39,118,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:49:49,119,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:49:59,120,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:50:09,121,20.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:50:19,122,20.62C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 10:50:29,123,20.62C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:50:39,124,20.62C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:50:49,125,20.62C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:50:59,126,20.62C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:51:09,127,20.62C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:51:19,128,20.69C,100%,100.0%,0.33Hz,0.06C,0,
13/12/2019 10:51:29,129,20.75C,100%,100.0%,0.33Hz,0.06C,0,
13/12/2019 10:51:39,130,20.75C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:51:49,131,20.75C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 10:51:59,132,20.81C,100%,100.0%,0.33Hz,0.06C,0,
13/12/2019 10:52:09,133,20.94C,100%,100.0%,0.33Hz,0.12C,0,
13/12/2019 10:52:19,134,21.0C,100%,100.0%,0.33Hz,0.06C,0,
13/12/2019 10:52:29,135,21.12C,100%,100.0%,0.33Hz,0.12C,0,
13/12/2019 10:52:39,136,21.25C,100%,100.0%,0.33Hz,0.12C,0,
13/12/2019 10:52:49,137,21.44C,100%,100.0%,0.33Hz,0.19C,0,
13/12/2019 10:52:59,138,21.75C,100%,100.0%,0.33Hz,0.31C,0,
13/12/2019 10:53:09,139,21.94C,100%,100.0%,0.33Hz,0.19C,0,
13/12/2019 10:53:19,140,22.19C,100%,100.0%,0.33Hz,0.25C,0,
13/12/2019 10:53:29,141,22.38C,100%,100.0%,0.33Hz,0.19C,0,
13/12/2019 10:53:39,142,22.75C,100%,100.0%,0.33Hz,0.38C,0,
13/12/2019 10:53:49,143,23.06C,100%,100.0%,0.33Hz,0.31C,0,
13/12/2019 10:53:59,144,23.44C,100%,100.0%,0.33Hz,0.38C,0,
13/12/2019 10:54:09,145,23.88C,100%,100.0%,0.33Hz,0.44C,0,
13/12/2019 10:54:19,146,24.19C,100%,100.0%,0.33Hz,0.31C,0,
13/12/2019 10:54:29,147,24.69C,100%,100.0%,0.33Hz,0.5C,0,
13/12/2019 10:54:39,148,25.0C,100%,100.0%,0.33Hz,0.31C,0,
13/12/2019 10:54:49,149,25.56C,100%,100.0%,0.33Hz,0.56C,0,
13/12/2019 10:54:59,150,26.06C,100%,100.0%,0.33Hz,0.5C,0,
13/12/2019 10:55:09,151,26.5C,100%,100.0%,0.33Hz,0.44C,0,
13/12/2019 10:55:19,152,27.06C,100%,100.0%,0.33Hz,0.56C,0,
13/12/2019 10:55:29,153,27.5C,100%,100.0%,0.33Hz,0.44C,0,
13/12/2019 10:55:39,154,27.94C,100%,100.0%,0.33Hz,0.44C,0,
13/12/2019 10:55:49,155,28.5C,100%,100.0%,0.33Hz,0.56C,0,
13/12/2019 10:55:59,156,29.0C,100%,100.0%,0.33Hz,0.5C,0,
13/12/2019 10:56:09,157,29.56C,100%,100.0%,0.33Hz,0.56C,0,
13/12/2019 10:56:19,158,30.12C,100%,100.0%,0.33Hz,0.56C,0,
13/12/2019 10:56:29,159,30.69C,100%,100.0%,0.33Hz,0.56C,0,
13/12/2019 10:56:39,160,31.12C,100%,100.0%,0.33Hz,0.44C,0,
13/12/2019 10:56:49,161,31.81C,100%,100.0%,0.33Hz,0.69C,0,
13/12/2019 10:56:59,162,32.19C,100%,100.0%,0.33Hz,0.38C,0,
13/12/2019 10:57:09,163,32.81C,100%,100.0%,0.33Hz,0.62C,0,
13/12/2019 10:57:19,164,33.31C,100%,100.0%,0.33Hz,0.5C,0,
13/12/2019 10:57:29,165,33.75C,100%,100.0%,0.33Hz,0.44C,0,
13/12/2019 10:57:39,166,34.31C,100%,100.0%,0.33Hz,0.56C,0,
13/12/2019 10:57:49,167,34.75C,100%,100.0%,0.33Hz,0.44C,0,
13/12/2019 10:57:59,168,35.19C,100%,100.0%,0.33Hz,0.44C,0,
13/12/2019 10:58:09,169,35.75C,100%,100.0%,0.33Hz,0.56C,0,
13/12/2019 10:58:19,170,36.38C,100%,100.0%,0.33Hz,0.62C,0,
13/12/2019 10:58:29,171,36.88C,100%,100.0%,0.33Hz,0.5C,0,
13/12/2019 10:58:39,172,37.44C,100%,100.0%,0.33Hz,0.56C,0,
13/12/2019 10:58:49,173,37.88C,100%,100.0%,0.33Hz,0.44C,0,
13/12/2019 10:58:59,174,38.38C,100%,100.0%,0.33Hz,0.5C,0,
13/12/2019 10:59:09,175,38.81C,100%,100.0%,0.33Hz,0.44C,0,
13/12/2019 10:59:19,176,39.5C,100%,100.0%,0.33Hz,0.69C,0,
13/12/2019 10:59:29,177,40.0C,100%,100.0%,0.33Hz,0.5C,0,
13/12/2019 10:59:39,178,40.44C,100%,100.0%,0.33Hz,0.44C,0,
13/12/2019 10:59:49,179,40.69C,100%,100.0%,0.33Hz,0.25C,0,
13/12/2019 10:59:59,180,41.25C,100%,100.0%,0.33Hz,0.56C,0,
13/12/2019 11:00:09,181,41.56C,100%,100.0%,0.33Hz,0.31C,0,
13/12/2019 11:00:19,182,42.0C,100%,100.0%,0.33Hz,0.44C,0,
13/12/2019 11:00:29,183,42.44C,100%,100.0%,0.33Hz,0.44C,0,
13/12/2019 11:00:39,184,43.0C,100%,100.0%,0.33Hz,0.56C,0,
13/12/2019 11:00:49,185,43.44C,100%,100.0%,0.33Hz,0.44C,0,
13/12/2019 11:00:59,186,43.88C,100%,100.0%,0.33Hz,0.44C,0,
13/12/2019 11:01:09,187,44.31C,100%,100.0%,0.33Hz,0.44C,0,
13/12/2019 11:01:19,188,44.88C,100%,100.0%,0.33Hz,0.56C,0,
13/12/2019 11:01:29,189,45.25C,100%,100.0%,0.33Hz,0.38C,0,
13/12/2019 11:01:39,190,45.62C,100%,100.0%,0.33Hz,0.38C,0,
13/12/2019 11:01:49,191,45.81C,100%,100.0%,0.33Hz,0.19C,0,
13/12/2019 11:01:59,192,45.81C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 11:02:09,193,46.0C,100%,100.0%,0.33Hz,0.19C,0,
13/12/2019 11:02:19,194,46.38C,100%,100.0%,0.33Hz,0.38C,0,
13/12/2019 11:02:29,195,46.75C,100%,100.0%,0.33Hz,0.38C,0,
13/12/2019 11:02:39,196,47.12C,100%,100.0%,0.33Hz,0.38C,0,
13/12/2019 11:02:49,197,47.44C,100%,100.0%,0.33Hz,0.31C,0,
13/12/2019 11:02:59,198,47.62C,100%,100.0%,0.33Hz,0.19C,0,
13/12/2019 11:03:09,199,47.94C,100%,100.0%,0.33Hz,0.31C,0,
13/12/2019 11:03:19,200,48.19C,100%,100.0%,0.33Hz,0.25C,0,
13/12/2019 11:03:29,201,48.44C,100%,100.0%,0.33Hz,0.25C,0,
13/12/2019 11:03:39,202,48.62C,100%,100.0%,0.33Hz,0.19C,0,
13/12/2019 11:03:49,203,48.81C,100%,100.0%,0.33Hz,0.19C,0,
13/12/2019 11:03:59,204,49.0C,100%,100.0%,0.33Hz,0.19C,0,
13/12/2019 11:04:09,205,49.06C,100%,100.0%,0.33Hz,0.06C,0,
13/12/2019 11:04:19,206,49.12C,100%,100.0%,0.33Hz,0.06C,0,
13/12/2019 11:04:29,207,49.31C,100%,100.0%,0.33Hz,0.19C,0,
13/12/2019 11:04:39,208,49.44C,100%,100.0%,0.33Hz,0.12C,0,
13/12/2019 11:04:49,209,49.5C,100%,100.0%,0.33Hz,0.06C,0,
13/12/2019 11:04:59,210,49.62C,100%,100.0%,0.33Hz,0.12C,0,
13/12/2019 11:05:09,211,49.69C,100%,100.0%,0.33Hz,0.06C,0,
13/12/2019 11:05:19,212,49.75C,100%,100.0%,0.33Hz,0.06C,0,
13/12/2019 11:05:29,213,49.81C,100%,100.0%,0.33Hz,0.06C,0,
13/12/2019 11:05:39,214,49.75C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:05:49,215,49.75C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 11:05:59,216,49.75C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 11:06:09,217,49.75C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 11:06:19,218,49.69C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:06:29,219,49.69C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 11:06:39,220,49.5C,100%,100.0%,0.33Hz,-0.19C,0,
13/12/2019 11:06:49,221,49.44C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:06:59,222,49.31C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:07:09,223,49.19C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:07:19,224,49.06C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:07:29,225,49.0C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:07:39,226,48.88C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:07:49,227,48.75C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:07:59,228,48.62C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:08:09,229,48.56C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:08:19,230,48.5C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:08:29,231,48.38C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:08:39,232,48.31C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:08:49,233,48.12C,100%,100.0%,0.33Hz,-0.19C,0,
13/12/2019 11:08:59,234,48.0C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:09:09,235,47.88C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:09:19,236,47.81C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:09:29,237,47.75C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:09:39,238,47.56C,100%,100.0%,0.33Hz,-0.19C,0,
13/12/2019 11:09:49,239,47.5C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:09:59,240,47.38C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:10:09,241,47.19C,100%,100.0%,0.33Hz,-0.19C,0,
13/12/2019 11:10:19,242,47.06C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:10:29,243,46.94C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:10:39,244,46.88C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:10:49,245,46.75C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:10:59,246,46.62C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:11:09,247,46.5C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:11:19,248,46.31C,100%,100.0%,0.33Hz,-0.19C,0,
13/12/2019 11:11:29,249,46.25C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:11:39,250,46.12C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:11:49,251,46.0C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:11:59,252,45.88C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:12:09,253,45.75C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:12:19,254,45.69C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:12:29,255,45.56C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:12:39,256,45.44C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:12:49,257,45.31C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:12:59,258,45.25C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:13:09,259,45.12C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:13:19,260,45.06C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:13:29,261,44.94C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:13:39,262,44.81C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:13:49,263,44.69C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:13:59,264,44.62C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:14:09,265,44.5C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:14:19,266,44.38C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:14:29,267,44.25C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:14:39,268,44.19C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:14:49,269,44.06C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:14:59,270,44.0C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:15:09,271,43.88C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:15:19,272,43.81C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:15:29,273,43.69C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:15:39,274,43.62C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:15:49,275,43.56C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:15:59,276,43.44C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:16:09,277,43.38C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:16:19,278,43.25C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:16:29,279,43.19C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:16:39,280,43.06C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:16:49,281,43.0C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:16:59,282,42.94C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:17:09,283,42.81C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:17:19,284,42.75C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:17:29,285,42.69C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:17:39,286,42.62C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:17:49,287,42.56C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:17:59,288,42.5C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:18:09,289,42.44C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:18:19,290,42.38C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:18:29,291,42.31C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:18:39,292,42.25C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:18:49,293,42.12C,100%,100.0%,0.33Hz,-0.12C,0,
13/12/2019 11:18:59,294,42.06C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:19:09,295,42.0C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:19:19,296,41.94C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:19:29,297,41.88C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:19:39,298,41.81C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:19:49,299,41.75C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:19:59,300,41.69C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:20:09,301,41.62C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:20:19,302,41.56C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:20:29,303,41.5C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:20:39,304,41.44C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:20:49,305,41.44C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 11:20:59,306,41.38C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:21:09,307,41.31C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:21:19,308,41.25C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:21:29,309,41.19C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:21:39,310,41.12C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:21:49,311,41.06C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:21:59,312,41.06C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 11:22:09,313,41.0C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:22:19,314,40.94C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:22:29,315,40.88C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:22:39,316,40.81C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:22:49,317,40.81C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 11:22:59,318,40.75C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:23:09,319,40.75C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 11:23:19,320,40.69C,100%,100.0%,0.33Hz,-0.06C,0,
