Time,Count,Temp,Throttle,Heater Pwm,Pwm Freq,
12/12/2019 14:15:39,0,24.062C,99.3%,49.7%,0.3Hz,
12/12/2019 14:15:49,1,24.187C,97.9%,49.0%,0.3Hz,
