Time,Count,Temp,Throttle,Heater Pwm,Pwm Freq,Change,SDLC,Debug Message,
31/08/2020 18:05:50,0,40.06C,100%,100.0%,0.33Hz,20.06 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.5,
31/08/2020 18:06:00,1,40.06C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 6.96,
31/08/2020 18:06:10,2,39.94C,100%,100.0%,0.33Hz,-0.12 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.36,
31/08/2020 18:14:50,3,39.94C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.36,
31/08/2020 18:15:00,4,39.88C,100%,100.0%,0.33Hz,-0.06 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.75,
31/08/2020 18:15:10,5,39.81C,100%,100.0%,0.33Hz,-0.06 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.08,
31/08/2020 18:15:20,6,39.75C,100%,100.0%,0.33Hz,-0.06 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.0,
31/08/2020 18:15:30,7,39.69C,100%,100.0%,0.33Hz,-0.06 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.39,
31/08/2020 18:15:40,8,39.62C,100%,100.0%,0.33Hz,-0.06 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.72,
31/08/2020 18:15:50,9,39.5C,100%,100.0%,0.33Hz,-0.12 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.01,
31/08/2020 18:16:00,10,39.44C,100%,100.0%,0.33Hz,-0.06 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.97,
31/08/2020 18:16:10,11,39.31C,100%,100.0%,0.33Hz,-0.12 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.21,
