Time,Count,Temp,Throttle,Heater Pwm,Pwm Freq,Change,SDLC,Debug Message,
25/08/2020 20:04:01,0,19.69C,100%,100.0%,0.33Hz,-0.31 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.5,
25/08/2020 20:04:11,1,19.69C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.73,
25/08/2020 20:04:21,2,19.69C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.71,
25/08/2020 20:04:31,3,19.69C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.71,
27/08/2020 18:38:50,4,19.69C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.71,
27/08/2020 18:39:00,5,19.69C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.71,
27/08/2020 18:39:10,6,19.75C,100%,100.0%,0.33Hz,0.06 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.7,
27/08/2020 18:39:20,7,19.81C,100%,100.0%,0.33Hz,0.06 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.7,
27/08/2020 18:39:30,8,19.94C,100%,100.0%,0.33Hz,0.12 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.7,
27/08/2020 18:39:40,9,19.94C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.7,
27/08/2020 18:39:50,10,20.06C,100%,100.0%,0.33Hz,0.12 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.7,
27/08/2020 18:40:00,11,20.06C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.72,
27/08/2020 18:40:10,12,20.19C,100%,100.0%,0.33Hz,0.12 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.71,
27/08/2020 18:40:20,13,20.31C,100%,100.0%,0.33Hz,0.12 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.7,
27/08/2020 18:40:30,14,20.38C,100%,100.0%,0.33Hz,0.06 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.7,
27/08/2020 18:40:40,15,20.5C,100%,100.0%,0.33Hz,0.12 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.7,
27/08/2020 18:40:50,16,20.75C,100%,100.0%,0.33Hz,0.25 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.71,
27/08/2020 18:41:00,17,20.88C,100%,100.0%,0.33Hz,0.12 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.7,
27/08/2020 18:41:10,18,21.0C,100%,100.0%,0.33Hz,0.12 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.71,
27/08/2020 18:41:20,19,21.19C,100%,100.0%,0.33Hz,0.19 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.7,
27/08/2020 18:41:30,20,21.44C,100%,100.0%,0.33Hz,0.25 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.71,
27/08/2020 18:41:40,21,21.81C,100%,100.0%,0.33Hz,0.38 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.71,
27/08/2020 18:41:50,22,22.19C,100%,100.0%,0.33Hz,0.38 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.7,
27/08/2020 18:42:00,23,22.5C,100%,100.0%,0.33Hz,0.31 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.7,
27/08/2020 18:42:10,24,22.81C,100%,100.0%,0.33Hz,0.31 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.7,
27/08/2020 18:42:20,25,23.25C,100%,100.0%,0.33Hz,0.44 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.7,
27/08/2020 18:42:30,26,23.62C,100%,100.0%,0.33Hz,0.38 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.7,
27/08/2020 18:42:40,27,24.12C,100%,100.0%,0.33Hz,0.5 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.0,
27/08/2020 18:42:50,28,24.56C,100%,100.0%,0.33Hz,0.44 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.3,
27/08/2020 18:43:00,29,25.0C,100%,100.0%,0.33Hz,0.44 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.5,
27/08/2020 18:43:10,30,25.5C,100%,100.0%,0.33Hz,0.5 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.7,
27/08/2020 18:43:20,31,26.0C,100%,100.0%,0.33Hz,0.5 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.03,
27/08/2020 18:43:30,32,26.44C,100%,100.0%,0.33Hz,0.44 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.26,
27/08/2020 18:43:40,33,26.94C,100%,100.0%,0.33Hz,0.5 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.51,
27/08/2020 18:43:50,34,27.38C,100%,100.0%,0.33Hz,0.44 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.7,
27/08/2020 18:44:00,35,28.0C,100%,100.0%,0.33Hz,0.62 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.99,
27/08/2020 18:44:10,36,28.62C,100%,100.0%,0.33Hz,0.62 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.28,
27/08/2020 18:44:20,37,29.25C,100%,100.0%,0.33Hz,0.62 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.49,
27/08/2020 18:44:30,38,29.94C,100%,100.0%,0.33Hz,0.69 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.65,
27/08/2020 18:44:40,39,30.44C,100%,100.0%,0.33Hz,0.5 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.7,
27/08/2020 18:44:50,40,30.94C,100%,100.0%,0.33Hz,0.5 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.98,
27/08/2020 18:45:00,41,31.38C,100%,100.0%,0.33Hz,0.44 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.22,
27/08/2020 18:45:10,42,31.88C,100%,100.0%,0.33Hz,0.5 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.73,
27/08/2020 18:45:20,43,32.5C,100%,100.0%,0.33Hz,0.62 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.0,
27/08/2020 18:45:30,44,33.12C,100%,100.0%,0.33Hz,0.62 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.24,
27/08/2020 18:45:40,45,33.75C,100%,100.0%,0.33Hz,0.62 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.59,
27/08/2020 18:45:50,46,34.44C,100%,100.0%,0.33Hz,0.69 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.89,
27/08/2020 18:46:00,47,35.06C,100%,100.0%,0.33Hz,0.62 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.15,
27/08/2020 18:46:10,48,35.62C,100%,100.0%,0.33Hz,0.56 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.37,
27/08/2020 18:46:20,49,36.19C,100%,100.0%,0.33Hz,0.56 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.26,
27/08/2020 18:46:30,50,36.81C,100%,100.0%,0.33Hz,0.62 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.46,
27/08/2020 18:46:40,51,37.38C,100%,100.0%,0.33Hz,0.56 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.64,
27/08/2020 18:46:50,52,37.94C,100%,100.0%,0.33Hz,0.56 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.71,
27/08/2020 18:47:00,53,38.56C,100%,100.0%,0.33Hz,0.62 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.7,
27/08/2020 18:47:10,54,39.19C,100%,100.0%,0.33Hz,0.62 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.98,
27/08/2020 18:47:20,55,39.69C,100%,100.0%,0.33Hz,0.5 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.26,
27/08/2020 18:47:30,56,40.19C,100%,100.0%,0.33Hz,0.5 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.46,
27/08/2020 18:47:40,57,40.62C,100%,100.0%,0.33Hz,0.44 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.64,
27/08/2020 18:47:50,58,41.19C,100%,100.0%,0.33Hz,0.56 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.7,
27/08/2020 18:48:00,59,41.69C,100%,100.0%,0.33Hz,0.5 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.99,
27/08/2020 18:48:10,60,42.25C,100%,100.0%,0.33Hz,0.56 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.23,
27/08/2020 18:48:20,61,42.75C,100%,100.0%,0.33Hz,0.5 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.45,
27/08/2020 18:48:30,62,43.25C,100%,100.0%,0.33Hz,0.5 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.63,
27/08/2020 18:48:40,63,43.81C,100%,100.0%,0.33Hz,0.56 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.7,
27/08/2020 18:48:50,64,44.31C,100%,100.0%,0.33Hz,0.5 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.99,
27/08/2020 18:49:00,65,44.88C,100%,100.0%,0.33Hz,0.56 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.24,
27/08/2020 18:49:10,66,45.38C,100%,100.0%,0.33Hz,0.5 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.49,
27/08/2020 18:49:20,67,45.94C,100%,100.0%,0.33Hz,0.56 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.66,
27/08/2020 18:49:30,68,46.44C,100%,100.0%,0.33Hz,0.5 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.14,
27/08/2020 18:49:40,69,46.88C,100%,100.0%,0.33Hz,0.44 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.41,
27/08/2020 18:49:50,70,47.19C,100%,100.0%,0.33Hz,0.31 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.59,
27/08/2020 18:50:00,71,47.62C,100%,100.0%,0.33Hz,0.44 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.74,
27/08/2020 18:50:10,72,48.12C,100%,100.0%,0.33Hz,0.5 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.7,
27/08/2020 18:50:20,73,48.62C,100%,100.0%,0.33Hz,0.5 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.7,
27/08/2020 18:50:30,74,49.12C,100%,100.0%,0.33Hz,0.5 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.05,
27/08/2020 18:50:40,75,49.56C,100%,100.0%,0.33Hz,0.44 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.29,
27/08/2020 18:50:50,76,49.94C,100%,100.0%,0.33Hz,0.38 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.53,
27/08/2020 18:51:00,77,50.44C,100%,100.0%,0.33Hz,0.5 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.68,
27/08/2020 18:51:10,78,50.88C,100%,100.0%,0.33Hz,0.44 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.85,
27/08/2020 18:51:20,79,51.31C,100%,100.0%,0.33Hz,0.44 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.96,
27/08/2020 18:51:30,80,51.69C,100%,100.0%,0.33Hz,0.38 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.06,
27/08/2020 18:51:40,81,52.12C,100%,100.0%,0.33Hz,0.44 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.15,
27/08/2020 18:51:50,82,52.56C,100%,100.0%,0.33Hz,0.44 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.27,
27/08/2020 18:52:00,83,53.06C,100%,100.0%,0.33Hz,0.5 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.47,
27/08/2020 18:52:10,84,53.56C,100%,100.0%,0.33Hz,0.5 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.69,
27/08/2020 18:52:20,85,54.0C,100%,100.0%,0.33Hz,0.44 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.83,
27/08/2020 18:52:30,86,54.44C,100%,100.0%,0.33Hz,0.44 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.71,
27/08/2020 18:52:40,87,54.94C,100%,100.0%,0.33Hz,0.5 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.01,
27/08/2020 18:52:50,88,55.38C,100%,100.0%,0.33Hz,0.44 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.25,
27/08/2020 18:53:00,89,55.81C,100%,100.0%,0.33Hz,0.44 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.46,
27/08/2020 18:53:10,90,56.19C,100%,100.0%,0.33Hz,0.38 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.63,
27/08/2020 18:53:20,91,56.56C,100%,100.0%,0.33Hz,0.38 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.21,
