Time,Count,Temp,Throttle,Heater Pwm,Pwm Freq,Change,SDLC,Debug Message,
05/06/2020 20:20:31,0,19.94C,100%,100.0%,0.33Hz,-0.06 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.5,
05/06/2020 20:20:41,1,19.88C,100%,100.0%,0.33Hz,-0.06 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.54,
05/06/2020 20:20:51,2,19.94C,100%,100.0%,0.33Hz,0.06 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.69,
06/06/2020 17:18:51,3,19.94C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.69,
06/06/2020 17:19:01,4,19.94C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.68,
06/06/2020 17:19:11,5,19.94C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.8,
06/06/2020 17:19:21,6,19.94C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.69,
06/06/2020 17:19:31,7,19.94C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.82,
06/06/2020 17:19:41,8,19.88C,100%,100.0%,0.33Hz,-0.06 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.98,
06/06/2020 17:19:51,9,19.94C,100%,100.0%,0.33Hz,0.06 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.12,
06/06/2020 17:20:01,10,19.94C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.2,
06/06/2020 17:20:11,11,19.94C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.26,
06/06/2020 17:20:21,12,19.88C,100%,100.0%,0.33Hz,-0.06 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.69,
06/06/2020 17:20:31,13,19.94C,100%,100.0%,0.33Hz,0.06 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.89,
06/06/2020 17:20:41,14,19.88C,100%,100.0%,0.33Hz,-0.06 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.98,
06/06/2020 17:20:51,15,19.94C,100%,100.0%,0.33Hz,0.06 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.08,
06/06/2020 17:21:01,16,19.88C,100%,100.0%,0.33Hz,-0.06 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.15,
06/06/2020 17:21:11,17,19.94C,100%,100.0%,0.33Hz,0.06 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.27,
06/06/2020 17:21:21,18,19.94C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.38,
06/06/2020 17:21:31,19,19.94C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.4,
06/06/2020 17:21:41,20,19.88C,100%,100.0%,0.33Hz,-0.06 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.49,
06/06/2020 17:21:51,21,19.88C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.56,
06/06/2020 17:22:01,22,19.94C,100%,100.0%,0.33Hz,0.06 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.68,
06/06/2020 17:22:11,23,19.88C,100%,100.0%,0.33Hz,-0.06 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.8,
06/06/2020 17:22:21,24,19.94C,100%,100.0%,0.33Hz,0.06 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.98,
06/06/2020 17:22:31,25,19.88C,100%,100.0%,0.33Hz,-0.06 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.06,
06/06/2020 17:22:41,26,19.88C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.14,
06/06/2020 17:22:51,27,19.94C,100%,100.0%,0.33Hz,0.06 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.2,
06/06/2020 17:23:01,28,19.94C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.24,
06/06/2020 17:23:11,29,19.94C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.36,
06/06/2020 17:23:21,30,19.94C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.45,
06/06/2020 17:23:31,31,19.94C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.46,
06/06/2020 17:23:41,32,19.94C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.47,
06/06/2020 17:23:51,33,19.94C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.47,
06/06/2020 17:24:01,34,19.94C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.54,
06/06/2020 17:24:11,35,19.94C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.55,
06/06/2020 17:24:21,36,19.88C,100%,100.0%,0.33Hz,-0.06 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.61,
06/06/2020 17:24:31,37,19.94C,100%,100.0%,0.33Hz,0.06 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.66,
06/06/2020 17:24:41,38,19.94C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.65,
06/06/2020 17:24:51,39,19.88C,100%,100.0%,0.33Hz,-0.06 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.63,
06/06/2020 17:25:01,40,19.94C,100%,100.0%,0.33Hz,0.06 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.68,
06/06/2020 17:25:11,41,19.94C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.67,
06/06/2020 17:25:21,42,19.94C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.65,
06/06/2020 17:25:31,43,19.94C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.68,
06/06/2020 17:25:41,44,19.94C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.82,
