Time,Count,Temp,Throttle,Heater Pwm,Pwm Freq,Change,SDLC,Debug Message,
13/12/2019 11:28:10,0,38.81C,100%,100.0%,0.33Hz,18.81C,0,Reached,
13/12/2019 11:28:20,1,38.81C,100%,100.0%,0.33Hz,0.0C,0,Reached,
13/12/2019 11:32:05,2,38.81C,100%,100.0%,0.33Hz,0.0C,0,Reached,
13/12/2019 11:32:15,3,38.75C,100%,100.0%,0.33Hz,-0.06C,1,Reached,
13/12/2019 11:32:26,4,38.75C,100%,100.0%,0.33Hz,0.0C,1,Reached,
13/12/2019 11:32:37,5,38.69C,100%,100.0%,0.33Hz,-0.06C,2,Reached,
13/12/2019 11:32:48,6,38.69C,100%,100.0%,0.33Hz,0.0C,2,Reached,
13/12/2019 11:32:59,7,38.62C,100%,100.0%,0.33Hz,-0.06C,3,Reached,
13/12/2019 11:33:10,8,38.62C,100%,100.0%,0.33Hz,0.0C,3,Reached,
13/12/2019 11:33:21,9,38.56C,100%,100.0%,0.33Hz,-0.06C,4,Reached,
13/12/2019 11:33:32,10,38.56C,100%,100.0%,0.33Hz,0.0C,4,Reached,
13/12/2019 11:33:43,11,38.56C,100%,100.0%,0.33Hz,0.0C,4,Reached,
13/12/2019 11:33:54,12,38.5C,100%,100.0%,0.33Hz,-0.06C,5,Reached,
13/12/2019 11:34:05,13,38.5C,100%,100.0%,0.33Hz,0.0C,5,Reached,
13/12/2019 11:34:16,14,38.5C,100%,100.0%,0.33Hz,0.0C,5,Reached,
13/12/2019 11:34:27,15,38.44C,100%,100.0%,0.33Hz,-0.06C,6,Reached,
