Time,Count,Temp,Throttle,Heater Pwm,Pwm Freq,Change,SDLC,Debug Message,
06/06/2020 17:57:38,0,20.0C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.5,
06/06/2020 17:57:48,1,20.0C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 7.94,
06/06/2020 17:57:58,2,20.0C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.19,
06/06/2020 17:58:08,3,20.0C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.39,
06/06/2020 17:58:18,4,20.0C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.57,
06/06/2020 17:58:28,5,19.94C,100%,100.0%,0.33Hz,-0.06 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.72,
06/06/2020 17:58:38,6,20.0C,100%,100.0%,0.33Hz,0.06 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.86,
06/06/2020 17:58:48,7,20.0C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.97,
06/06/2020 17:58:58,8,20.0C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.07,
06/06/2020 17:59:08,9,20.0C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.14,
06/06/2020 17:59:18,10,20.0C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 8.9,
06/06/2020 17:59:28,11,20.0C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.06,
06/06/2020 17:59:38,12,20.0C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.14,
06/06/2020 17:59:48,13,20.0C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.22,
06/06/2020 17:59:58,14,20.0C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.33,
06/06/2020 18:00:08,15,20.0C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.37,
06/06/2020 18:00:18,16,20.0C,100%,100.0%,0.33Hz,0.0 Shut Down Count: ,0,Under Min Temp and loop time Correction is: 9.46,
