Time,Count,Temp,Throttle,Heater Pwm,Pwm Freq,Change,SDLC,
12/12/2019 16:51:07,23,72.0C,12.5%,30.0%,0.33Hz,-0.12C,0,
12/12/2019 16:51:17,24,71.81C,13.7%,30.9%,0.33Hz,-0.19C,0,
12/12/2019 16:51:27,25,71.62C,14.8%,31.9%,0.33Hz,-0.19C,0,
12/12/2019 16:51:37,26,71.44C,16.0%,32.8%,0.33Hz,-0.19C,0,
12/12/2019 16:51:47,27,71.25C,17.2%,33.8%,0.33Hz,-0.19C,0,
12/12/2019 16:51:57,28,71.19C,17.6%,34.1%,0.33Hz,-0.06C,0,
12/12/2019 16:52:07,29,71.06C,18.4%,34.7%,0.33Hz,-0.12C,0,
12/12/2019 16:52:17,30,70.88C,19.5%,35.6%,0.33Hz,-0.19C,0,
12/12/2019 16:52:27,31,70.75C,20.3%,36.2%,0.33Hz,-0.12C,0,
12/12/2019 16:52:37,32,70.62C,21.1%,36.9%,0.33Hz,-0.12C,0,
12/12/2019 16:52:47,33,70.56C,21.5%,37.2%,0.33Hz,-0.06C,0,
12/12/2019 16:52:57,34,70.44C,22.3%,37.8%,0.33Hz,-0.12C,0,
12/12/2019 16:53:07,35,70.38C,22.7%,38.1%,0.33Hz,-0.06C,0,
12/12/2019 16:53:17,36,70.31C,23.1%,38.4%,0.33Hz,-0.06C,0,
12/12/2019 16:53:27,37,70.25C,23.4%,38.8%,0.33Hz,-0.06C,0,
12/12/2019 16:53:37,38,70.12C,24.2%,39.4%,0.33Hz,-0.12C,0,
12/12/2019 16:53:47,39,70.0C,25.0%,40.0%,0.33Hz,-0.12C,0,
12/12/2019 16:53:57,40,69.94C,25.4%,40.3%,0.33Hz,-0.06C,0,
12/12/2019 16:54:07,41,69.81C,26.2%,40.9%,0.33Hz,-0.12C,0,
12/12/2019 16:54:17,42,69.75C,26.6%,41.2%,0.33Hz,-0.06C,0,
12/12/2019 16:54:27,43,69.69C,27.0%,41.6%,0.33Hz,-0.06C,0,
12/12/2019 16:54:37,44,69.56C,27.7%,42.2%,0.33Hz,-0.12C,0,
12/12/2019 16:54:47,45,69.5C,28.1%,42.5%,0.33Hz,-0.06C,0,
12/12/2019 16:54:57,46,69.38C,28.9%,43.1%,0.33Hz,-0.12C,0,
12/12/2019 16:55:07,47,69.25C,29.7%,43.8%,0.33Hz,-0.12C,0,
12/12/2019 16:55:17,48,69.19C,30.1%,44.1%,0.33Hz,-0.06C,0,
12/12/2019 16:55:27,49,69.12C,30.5%,44.4%,0.33Hz,-0.06C,0,
12/12/2019 16:55:37,50,69.0C,31.2%,45.0%,0.33Hz,-0.12C,0,
12/12/2019 16:55:47,51,68.94C,31.6%,45.3%,0.33Hz,-0.06C,0,
12/12/2019 16:55:57,52,68.88C,32.0%,45.6%,0.33Hz,-0.06C,0,
12/12/2019 16:56:07,53,68.81C,32.4%,45.9%,0.33Hz,-0.06C,0,
12/12/2019 16:56:17,54,68.69C,33.2%,46.6%,0.33Hz,-0.12C,0,
12/12/2019 16:56:27,55,68.62C,33.6%,46.9%,0.33Hz,-0.06C,0,
12/12/2019 16:56:37,56,68.56C,34.0%,47.2%,0.33Hz,-0.06C,0,
12/12/2019 16:56:47,57,68.5C,34.4%,47.5%,0.33Hz,-0.06C,0,
12/12/2019 16:56:57,58,68.44C,34.8%,47.8%,0.33Hz,-0.06C,0,
12/12/2019 16:57:07,59,68.38C,35.2%,48.1%,0.33Hz,-0.06C,0,
12/12/2019 16:57:17,60,68.38C,35.2%,48.1%,0.33Hz,0.0C,0,
12/12/2019 16:57:27,61,68.31C,35.6%,48.4%,0.33Hz,-0.06C,0,
12/12/2019 16:57:37,62,68.25C,35.9%,48.8%,0.33Hz,-0.06C,0,
12/12/2019 16:57:47,63,68.25C,35.9%,48.8%,0.33Hz,0.0C,0,
12/12/2019 16:57:57,64,68.19C,36.3%,49.1%,0.33Hz,-0.06C,0,
12/12/2019 16:58:07,65,68.19C,36.3%,49.1%,0.33Hz,0.0C,0,
12/12/2019 16:58:17,66,68.19C,36.3%,49.1%,0.33Hz,0.0C,0,
12/12/2019 16:58:27,67,68.12C,36.7%,49.4%,0.33Hz,-0.06C,0,
12/12/2019 16:58:37,68,68.06C,37.1%,49.7%,0.33Hz,-0.06C,0,
12/12/2019 16:58:47,69,68.0C,37.5%,50.0%,0.33Hz,-0.06C,0,
12/12/2019 16:58:57,70,68.0C,37.5%,50.0%,0.33Hz,0.0C,0,
12/12/2019 16:59:07,71,67.94C,37.9%,50.3%,0.33Hz,-0.06C,0,
12/12/2019 16:59:17,72,67.94C,37.9%,50.3%,0.33Hz,0.0C,0,
12/12/2019 16:59:27,73,67.88C,38.3%,50.6%,0.33Hz,-0.06C,0,
12/12/2019 16:59:37,74,67.81C,38.7%,50.9%,0.33Hz,-0.06C,0,
12/12/2019 16:59:47,75,67.75C,39.1%,51.2%,0.33Hz,-0.06C,0,
12/12/2019 16:59:57,76,67.69C,39.5%,51.6%,0.33Hz,-0.06C,0,
12/12/2019 17:00:07,77,67.69C,39.5%,51.6%,0.33Hz,0.0C,0,
12/12/2019 17:00:17,78,67.69C,39.5%,51.6%,0.33Hz,0.0C,0,
12/12/2019 17:00:27,79,67.62C,39.8%,51.9%,0.33Hz,-0.06C,0,
12/12/2019 17:00:37,80,67.62C,39.8%,51.9%,0.33Hz,0.0C,0,
12/12/2019 17:00:47,81,67.62C,39.8%,51.9%,0.33Hz,0.0C,0,
12/12/2019 17:00:57,82,67.56C,40.2%,52.2%,0.33Hz,-0.06C,0,
12/12/2019 17:01:07,83,67.56C,40.2%,52.2%,0.33Hz,0.0C,0,
12/12/2019 17:01:17,84,67.5C,40.6%,52.5%,0.33Hz,-0.06C,0,
12/12/2019 17:01:27,85,67.5C,40.6%,52.5%,0.33Hz,0.0C,0,
12/12/2019 17:01:37,86,67.44C,41.0%,52.8%,0.33Hz,-0.06C,0,
12/12/2019 17:01:47,87,67.44C,41.0%,52.8%,0.33Hz,0.0C,0,
12/12/2019 17:01:57,88,67.38C,41.4%,53.1%,0.33Hz,-0.06C,0,
12/12/2019 17:02:07,89,67.31C,41.8%,53.4%,0.33Hz,-0.06C,0,
12/12/2019 17:02:17,90,67.31C,41.8%,53.4%,0.33Hz,0.0C,0,
12/12/2019 17:02:27,91,67.31C,41.8%,53.4%,0.33Hz,0.0C,0,
12/12/2019 17:02:37,92,67.31C,41.8%,53.4%,0.33Hz,0.0C,0,
12/12/2019 17:02:47,93,67.25C,42.2%,53.8%,0.33Hz,-0.06C,0,
12/12/2019 17:02:57,94,67.31C,41.8%,53.4%,0.33Hz,0.06C,0,
12/12/2019 17:03:07,95,67.25C,42.2%,53.8%,0.33Hz,-0.06C,0,
12/12/2019 17:03:17,96,67.25C,42.2%,53.8%,0.33Hz,0.0C,0,
12/12/2019 17:03:27,97,67.19C,42.6%,54.1%,0.33Hz,-0.06C,0,
12/12/2019 17:03:37,98,67.25C,42.2%,53.8%,0.33Hz,0.06C,0,
12/12/2019 17:03:47,99,67.12C,43.0%,54.4%,0.33Hz,-0.12C,0,
12/12/2019 17:03:57,100,67.0C,43.8%,55.0%,0.33Hz,-0.12C,0,
12/12/2019 17:04:07,101,66.94C,44.1%,55.3%,0.33Hz,-0.06C,0,
12/12/2019 17:04:17,102,66.94C,44.1%,55.3%,0.33Hz,0.0C,0,
12/12/2019 17:04:27,103,66.94C,44.1%,55.3%,0.33Hz,0.0C,0,
12/12/2019 17:04:37,104,67.0C,43.8%,55.0%,0.33Hz,0.06C,0,
12/12/2019 17:04:47,105,67.0C,43.8%,55.0%,0.33Hz,0.0C,0,
12/12/2019 17:04:57,106,67.12C,43.0%,54.4%,0.33Hz,0.12C,0,
12/12/2019 17:05:07,107,67.19C,42.6%,54.1%,0.33Hz,0.06C,0,
12/12/2019 17:05:17,108,67.31C,41.8%,53.4%,0.33Hz,0.12C,0,
12/12/2019 17:05:27,109,67.38C,41.4%,53.1%,0.33Hz,0.06C,0,
12/12/2019 17:05:37,110,67.31C,41.8%,53.4%,0.33Hz,-0.06C,0,
12/12/2019 17:05:47,111,67.06C,43.4%,54.7%,0.33Hz,-0.25C,0,
12/12/2019 17:05:57,112,67.0C,43.8%,55.0%,0.33Hz,-0.06C,0,
12/12/2019 17:06:07,113,66.88C,44.5%,55.6%,0.33Hz,-0.12C,0,
12/12/2019 17:06:17,114,66.81C,44.9%,55.9%,0.33Hz,-0.06C,0,
12/12/2019 17:06:27,115,66.81C,44.9%,55.9%,0.33Hz,0.0C,0,
12/12/2019 17:06:37,116,66.81C,44.9%,55.9%,0.33Hz,0.0C,0,
12/12/2019 17:06:47,117,66.94C,44.1%,55.3%,0.33Hz,0.12C,0,
12/12/2019 17:06:57,118,67.0C,43.8%,55.0%,0.33Hz,0.06C,0,
12/12/2019 17:07:07,119,67.12C,43.0%,54.4%,0.33Hz,0.12C,0,
12/12/2019 17:07:17,120,67.25C,42.2%,53.8%,0.33Hz,0.12C,0,
12/12/2019 17:07:27,121,67.44C,41.0%,52.8%,0.33Hz,0.19C,0,
12/12/2019 17:07:37,122,67.62C,39.8%,51.9%,0.33Hz,0.19C,0,
12/12/2019 17:07:47,123,67.75C,39.1%,51.2%,0.33Hz,0.12C,0,
12/12/2019 17:07:57,124,67.94C,37.9%,50.3%,0.33Hz,0.19C,0,
12/12/2019 17:08:07,125,68.12C,36.7%,49.4%,0.33Hz,0.19C,0,
12/12/2019 17:08:17,126,68.25C,35.9%,48.8%,0.33Hz,0.12C,0,
12/12/2019 17:08:27,127,68.44C,34.8%,47.8%,0.33Hz,0.19C,0,
12/12/2019 17:08:37,128,68.5C,34.4%,47.5%,0.33Hz,0.06C,0,
12/12/2019 17:08:47,129,68.75C,32.8%,46.2%,0.33Hz,0.25C,0,
12/12/2019 17:08:57,130,68.88C,32.0%,45.6%,0.33Hz,0.12C,0,
12/12/2019 17:09:07,131,69.0C,31.2%,45.0%,0.33Hz,0.12C,0,
12/12/2019 17:09:17,132,69.19C,30.1%,44.1%,0.33Hz,0.19C,0,
12/12/2019 17:09:27,133,69.31C,29.3%,43.4%,0.33Hz,0.12C,0,
12/12/2019 17:09:37,134,69.44C,28.5%,42.8%,0.33Hz,0.12C,0,
12/12/2019 17:09:47,135,69.5C,28.1%,42.5%,0.33Hz,0.06C,0,
12/12/2019 17:09:57,136,69.69C,27.0%,41.6%,0.33Hz,0.19C,0,
12/12/2019 17:10:07,137,69.88C,25.8%,40.6%,0.33Hz,0.19C,0,
12/12/2019 17:10:17,138,70.0C,25.0%,40.0%,0.33Hz,0.12C,0,
12/12/2019 17:10:27,139,70.19C,23.8%,39.1%,0.33Hz,0.19C,0,
12/12/2019 17:10:37,140,70.31C,23.1%,38.4%,0.33Hz,0.12C,0,
12/12/2019 17:10:47,141,70.44C,22.3%,37.8%,0.33Hz,0.12C,0,
12/12/2019 17:10:57,142,70.56C,21.5%,37.2%,0.33Hz,0.12C,0,
12/12/2019 17:11:07,143,70.69C,20.7%,36.6%,0.33Hz,0.12C,0,
12/12/2019 17:11:17,144,70.75C,20.3%,36.2%,0.33Hz,0.06C,0,
12/12/2019 17:11:27,145,70.88C,19.5%,35.6%,0.33Hz,0.12C,0,
12/12/2019 17:11:37,146,70.94C,19.1%,35.3%,0.33Hz,0.06C,0,
12/12/2019 17:11:47,147,71.06C,18.4%,34.7%,0.33Hz,0.12C,0,
12/12/2019 17:11:57,148,71.19C,17.6%,34.1%,0.33Hz,0.12C,0,
