Time,Count,Temp,Throttle,Heater Pwm,Pwm Freq,Change,SDLC,Debug Message,
15/12/2019 18:09:06,0,19.69C,100%,100.0%,0.33Hz,-0.31C,0,Under Min TempCrct : 4.02,
15/12/2019 18:09:16,1,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 4.3,
16/12/2019 07:31:46,2,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 2406997.7,
16/12/2019 07:31:58,3,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 91.0,
16/12/2019 07:32:08,4,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 86.87,
16/12/2019 07:32:18,5,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 83.02,
16/12/2019 07:32:27,6,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 79.32,
16/12/2019 07:32:37,7,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 75.5,
16/12/2019 07:32:47,8,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 72.2,
16/12/2019 07:32:57,9,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 69.04,
16/12/2019 07:33:07,10,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 66.08,
16/12/2019 07:33:17,11,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 63.27,
16/12/2019 07:33:27,12,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 60.6,
16/12/2019 07:33:37,13,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 58.06,
16/12/2019 07:33:47,14,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 55.69,
16/12/2019 07:33:57,15,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 53.4,
16/12/2019 07:34:07,16,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 51.21,
16/12/2019 07:34:17,17,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 49.14,
16/12/2019 07:34:27,18,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 46.8,
16/12/2019 07:34:37,19,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 44.57,
16/12/2019 07:34:47,20,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 42.5,
16/12/2019 07:34:57,21,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 40.86,
16/12/2019 07:35:07,22,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 39.0,
16/12/2019 07:35:17,23,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 37.54,
16/12/2019 07:35:27,24,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 35.87,
16/12/2019 07:35:37,25,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 34.5,
16/12/2019 07:35:47,26,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 33.26,
16/12/2019 07:35:57,27,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 32.09,
16/12/2019 07:36:06,28,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 30.98,
16/12/2019 07:36:16,29,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 29.69,
16/12/2019 07:36:26,30,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 28.7,
16/12/2019 07:36:36,31,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 27.57,
16/12/2019 07:36:46,32,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 26.68,
16/12/2019 07:36:56,33,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 25.5,
16/12/2019 07:37:06,34,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 24.72,
16/12/2019 07:37:16,35,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 23.98,
16/12/2019 07:37:26,36,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 23.28,
16/12/2019 07:37:36,37,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 22.5,
16/12/2019 07:37:46,38,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 21.5,
16/12/2019 07:37:56,39,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 20.91,
16/12/2019 07:38:06,40,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 20.36,
16/12/2019 07:38:16,41,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 19.59,
16/12/2019 07:38:26,42,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 19.1,
16/12/2019 07:38:36,43,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 18.63,
16/12/2019 07:38:46,44,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 17.83,
16/12/2019 07:38:56,45,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 17.43,
16/12/2019 07:39:06,46,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 17.05,
16/12/2019 07:39:16,47,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 16.41,
16/12/2019 07:39:26,48,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 16.08,
16/12/2019 07:39:36,49,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 15.76,
16/12/2019 07:39:46,50,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 15.46,
16/12/2019 07:39:56,51,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 15.18,
16/12/2019 07:40:06,52,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 14.7,
16/12/2019 07:40:16,53,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 14.45,
16/12/2019 07:40:26,54,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 14.22,
16/12/2019 07:40:36,55,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 14.0,
16/12/2019 07:40:46,56,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 13.59,
16/12/2019 07:40:56,57,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 13.33,
16/12/2019 07:41:06,58,19.69C,100%,100.0%,0.33Hz,0.0C,0,Under Min TempCrct : 13.0,
